Country,ISO,Sex,Year,Mean_BMI_children,Prevalence_obesity_children,Prevalence_overweight_children,Prevalence_underweight_children,Mean_BMI_adults,Prevalence_obesity_adults,Prevalence_underweight_adults,Prevalence_morbid_obesity_adults,Diabetes_prevalence,Systolic_blood_pressure,Prevalence_raised_blood_pressure,Region,Superregion,Years_of_education,Urbanisation,Western_diet_score,GDP_USD
DR Congo,COD,Male,1977,15.5413266,0.000258947,0.003309787,0.534895287,18.51343336,0.003518152,0.257357283,7.74E-06,NA,129.1698352,0.297151257,Central Africa,Sub-Saharan Africa,2.3435,0.2632,-0.814595956,1722.555542
DR Congo,COD,Female,1978,16.98628077,0.000832555,0.018761866,0.322168912,18.86348105,0.016436433,0.207942465,0.000204103,NA,125.4889872,0.262227092,Central Africa,Sub-Saharan Africa,2.4335,0.2658,-0.793128526,1584.591187
DR Congo,COD,Male,1978,15.56914831,0.000267442,0.003489119,0.53193396,18.60090185,0.003719738,0.256058947,8.39E-06,NA,129.216769,0.297742765,Central Africa,Sub-Saharan Africa,2.4335,0.2658,-0.793128526,1584.591187
DR Congo,COD,Female,1979,17.02353081,0.000898189,0.019775647,0.319789721,18.96195943,0.017228687,0.206086709,0.000224647,NA,125.5674532,0.263416119,Central Africa,Sub-Saharan Africa,2.525,0.2684,-0.774119932,1547.600708
DR Congo,COD,Male,1979,15.59757283,0.000278943,0.003692619,0.528984972,18.68819804,0.003937501,0.254728645,9.16E-06,NA,129.2631742,0.298382035,Central Africa,Sub-Saharan Africa,2.525,0.2684,-0.774119932,1547.600708
DR Congo,COD,Female,1980,17.06133721,0.000974761,0.020866127,0.317482607,19.06039814,0.018063223,0.204204533,0.000247771,0.025642881,125.6434049,0.264597759,Central Africa,Sub-Saharan Africa,2.6185,0.271,-0.756015997,1538.603027
DR Congo,COD,Male,1980,15.62581076,0.00029325,0.003920209,0.526052158,18.7753376,0.004170879,0.253376343,1.01E-05,0.023453398,129.3061804,0.299040066,Central Africa,Sub-Saharan Africa,2.6185,0.271,-0.756015997,1538.603027
DR Congo,COD,Female,1981,17.09918966,0.001063204,0.022036085,0.315237153,19.15884778,0.018945809,0.202295899,0.00027381,0.026046628,125.7168485,0.265843434,Central Africa,Sub-Saharan Africa,2.7145,0.2738,-0.723345987,1533.604248
DR Congo,COD,Male,1981,15.6543999,0.000310959,0.004174318,0.523107138,18.86303025,0.004422176,0.252011784,1.12E-05,0.024003808,129.3523985,0.299819834,Central Africa,Sub-Saharan Africa,2.7145,0.2738,-0.723345987,1533.604248
DR Congo,COD,Female,1982,17.13739064,0.001165127,0.023288793,0.313033145,19.25749004,0.019879652,0.200376983,0.000303196,0.026508828,125.7890031,0.267098656,Central Africa,Sub-Saharan Africa,2.8125,0.2766,-0.690287293,1487.616089
DR Congo,COD,Male,1982,15.68314815,0.000331799,0.004457999,0.520185025,18.94994084,0.004691528,0.25063033,1.25E-05,0.024615951,129.3974245,0.300673671,Central Africa,Sub-Saharan Africa,2.8125,0.2766,-0.690287293,1487.616089
DR Congo,COD,Female,1983,17.17609357,0.001281009,0.02462538,0.310874731,19.35670691,0.020862612,0.198453486,0.000336224,0.027027104,125.8555664,0.268369223,Central Africa,Sub-Saharan Africa,2.913,0.2794,-0.663480567,1470.620483
DR Congo,COD,Male,1983,15.7111246,0.000356013,0.004769935,0.517266699,19.03711993,0.004979585,0.249232488,1.40E-05,0.025295122,129.436287,0.30154007,Central Africa,Sub-Saharan Africa,2.913,0.2794,-0.663480567,1470.620483
DR Congo,COD,Female,1984,17.21514515,0.001412053,0.026051713,0.308723554,19.45620795,0.021899809,0.196536566,0.000373435,0.027625355,125.9210903,0.269599941,Central Africa,Sub-Saharan Africa,3.0155,0.2822,-0.634132661,1512.609741
DR Congo,COD,Male,1984,15.7393339,0.000384402,0.005113275,0.514346107,19.12345294,0.005287586,0.247799136,1.58E-05,0.026053937,129.4735345,0.302442144,Central Africa,Sub-Saharan Africa,3.0155,0.2822,-0.634132661,1512.609741
DR Congo,COD,Female,1985,17.254557,0.001560724,0.027563713,0.306618686,19.55588752,0.022988329,0.194617553,0.00041508,0.028276881,125.9831974,0.270863733,Central Africa,Sub-Saharan Africa,3.1175,0.285,-0.600183422,1479.618286
DR Congo,COD,Male,1985,15.76827852,0.0004173,0.005490101,0.511418639,19.20907633,0.005616049,0.246371428,1.78E-05,0.026884586,129.5088639,0.303403834,Central Africa,Sub-Saharan Africa,3.1175,0.285,-0.600183422,1479.618286
DR Congo,COD,Female,1986,17.2945939,0.001729359,0.029182093,0.304528991,19.6564027,0.02414735,0.192669175,0.000462014,0.029012039,126.0506296,0.272133935,Central Africa,Sub-Saharan Africa,3.223,0.2892,-0.581599839,1507.610962
DR Congo,COD,Male,1986,15.79714489,0.000455937,0.005910852,0.508477652,19.29402461,0.005971041,0.244933628,2.01E-05,0.027806407,129.5418322,0.304342535,Central Africa,Sub-Saharan Africa,3.223,0.2892,-0.581599839,1507.610962
DR Congo,COD,Female,1987,17.33517314,0.001921845,0.030913941,0.302443885,19.75776017,0.025376631,0.190708462,0.000515091,0.029820327,126.1215134,0.273406131,Central Africa,Sub-Saharan Africa,3.3255,0.2934,-0.565769901,1505.61145
DR Congo,COD,Male,1987,15.82735032,0.000500468,0.006376714,0.505526131,19.37816197,0.006353097,0.243482226,2.28E-05,0.028796082,129.5736979,0.305217488,Central Africa,Sub-Saharan Africa,3.3255,0.2934,-0.565769901,1505.61145
DR Congo,COD,Female,1988,17.37629228,0.002141208,0.032761914,0.30033992,19.86000188,0.026678736,0.188753732,0.000574914,0.030678071,126.1928999,0.274641885,Central Africa,Sub-Saharan Africa,3.4255,0.2976,-0.55291688,1468.620972
DR Congo,COD,Male,1988,15.85812095,0.000551791,0.006889142,0.502544074,19.46178967,0.006762919,0.241989617,2.59E-05,0.029849023,129.6028813,0.306017352,Central Africa,Sub-Saharan Africa,3.4255,0.2976,-0.55291688,1468.620972
DR Congo,COD,Female,1989,17.41795709,0.00238901,0.034723714,0.298221149,19.96320102,0.028050654,0.186777148,0.000641742,0.031563519,126.263348,0.275811176,Central Africa,Sub-Saharan Africa,3.524,0.3018,-0.549774498,1404.637451
DR Congo,COD,Male,1989,15.88889057,0.000609836,0.007449647,0.499505526,19.54473358,0.007203095,0.240459763,2.96E-05,0.030929584,129.6237462,0.306705248,Central Africa,Sub-Saharan Africa,3.524,0.3018,-0.549774498,1404.637451
DR Congo,COD,Female,1990,17.45968904,0.002666071,0.036800429,0.296073804,20.06724561,0.029494414,0.184772377,0.000716329,0.032454561,126.3290363,0.276848805,Central Africa,Sub-Saharan Africa,3.624,0.306,-0.567178471,1268.672485
DR Congo,COD,Male,1990,15.92074881,0.000676191,0.008060971,0.496430882,19.62584418,0.007673043,0.238922162,3.37E-05,0.032021022,129.6307123,0.307150079,Central Africa,Sub-Saharan Africa,3.624,0.306,-0.567178471,1268.672485
DR Congo,COD,Female,1991,17.50149334,0.002975172,0.038992446,0.293870463,20.17182382,0.03101856,0.182744416,0.000799803,0.033330624,126.3841952,0.277765994,Central Africa,Sub-Saharan Africa,3.725,0.3104,-0.581301161,1118.814697
DR Congo,COD,Male,1991,15.95290427,0.000751076,0.00872543,0.493311905,19.70533792,0.008174321,0.237367505,3.84E-05,0.033087679,129.6267518,0.307323843,Central Africa,Sub-Saharan Africa,3.725,0.3104,-0.581301161,1118.814697
DR Congo,COD,Female,1992,17.54351239,0.003320243,0.041307259,0.291602115,20.27627104,0.032622648,0.180701566,0.000892773,0.034180805,126.4327429,0.278595799,Central Africa,Sub-Saharan Africa,3.8275,0.3148,-0.592021392,962.1146851
DR Congo,COD,Male,1992,15.98555882,0.000835948,0.009449345,0.49016505,19.78251559,0.008708927,0.235779067,4.39E-05,0.034105344,129.613575,0.307290733,Central Africa,Sub-Saharan Africa,3.8275,0.3148,-0.592021392,962.1146851
DR Congo,COD,Female,1993,17.58487304,0.003702988,0.043746857,0.28924323,20.38061159,0.034307688,0.178652123,0.000996089,0.034979947,126.4760381,0.279273186,Central Africa,Sub-Saharan Africa,3.9315,0.3192,-0.597731887,800.1593628
DR Congo,COD,Male,1993,16.01893264,0.000930852,0.01023458,0.486929781,19.85765123,0.009277882,0.234163826,5.01E-05,0.035071859,129.5946614,0.307118344,Central Africa,Sub-Saharan Africa,3.9315,0.3192,-0.597731887,800.1593628
DR Congo,COD,Female,1994,17.62565442,0.004124567,0.046306102,0.28682376,20.48506987,0.03607189,0.176603729,0.001110097,0.035795874,126.5132888,0.279815209,Central Africa,Sub-Saharan Africa,4.0365,0.3236,-0.621564236,741.4805908
DR Congo,COD,Male,1994,16.05292097,0.001037041,0.011084277,0.483636509,19.93080159,0.009881057,0.23253013,5.72E-05,0.036001498,129.5680548,0.306646864,Central Africa,Sub-Saharan Africa,4.0365,0.3236,-0.621564236,741.4805908
DR Congo,COD,Female,1995,17.66618573,0.004589091,0.048992934,0.284332347,20.59029038,0.037918506,0.174546423,0.001235803,0.036636352,126.5427416,0.280270427,Central Africa,Sub-Saharan Africa,4.1435,0.328,-0.638089879,723.5540161
DR Congo,COD,Male,1995,16.08796609,0.001156837,0.012004584,0.480208874,20.00284058,0.010520755,0.230839813,6.54E-05,0.036939177,129.5346204,0.30599137,Central Africa,Sub-Saharan Africa,4.1435,0.328,-0.638089879,723.5540161
DR Congo,COD,Female,1996,17.70681243,0.005101799,0.051816271,0.281765431,20.69711756,0.039853957,0.172466181,0.001374246,0.037497413,126.5658767,0.280605843,Central Africa,Sub-Saharan Africa,4.252,0.3326,-0.653582411,697.7153931
DR Congo,COD,Male,1996,16.12508295,0.00129173,0.013006121,0.47663808,20.07478299,0.011199112,0.229135761,7.48E-05,0.037881168,129.5006079,0.305193804,Central Africa,Sub-Saharan Africa,4.252,0.3326,-0.653582411,697.7153931
DR Congo,COD,Female,1997,17.74767286,0.005664397,0.05478555,0.279085724,20.80519269,0.041888374,0.170352346,0.001527042,0.038363491,126.5845123,0.28083712,Central Africa,Sub-Saharan Africa,4.362,0.3372,-0.666099985,644.2449341
DR Congo,COD,Male,1997,16.16501388,0.001443574,0.014092887,0.472887719,20.14670502,0.01191899,0.227391503,8.55E-05,0.038813254,129.4671941,0.304283822,Central Africa,Sub-Saharan Africa,4.362,0.3372,-0.666099985,644.2449341
DR Congo,COD,Female,1998,17.78848167,0.006278678,0.057905969,0.276290285,20.91485218,0.044015789,0.168225747,0.001694656,0.03927039,126.6013034,0.280980926,Central Africa,Sub-Saharan Africa,4.4735,0.3418,-0.666806002,621.3408203
DR Congo,COD,Male,1998,16.20719407,0.001614886,0.015273147,0.468985248,20.2191349,0.012680897,0.225591093,9.76E-05,0.039766471,129.4369052,0.303317246,Central Africa,Sub-Saharan Africa,4.4735,0.3418,-0.666806002,621.3408203
DR Congo,COD,Female,1999,17.82919918,0.00694807,0.061178213,0.273389759,21.0255076,0.046243936,0.16608701,0.001878776,0.040213709,126.6195786,0.28103077,Central Africa,Sub-Saharan Africa,4.5865,0.3464,-0.667828795,582.7780151
DR Congo,COD,Male,1999,16.25144836,0.001808313,0.016554255,0.464906835,20.29143743,0.013489708,0.223735244,0.000111482,0.040754466,129.4126901,0.302368974,Central Africa,Sub-Saharan Africa,4.5865,0.3464,-0.667828795,582.7780151
DR Congo,COD,Female,2000,17.86909852,0.007677794,0.064607266,0.270398208,21.13649476,0.048573034,0.163934461,0.002080827,0.041175637,126.6403045,0.281023968,Central Africa,Sub-Saharan Africa,4.7005,0.351,-0.666726051,530.2526245
DR Congo,COD,Male,2000,16.29807101,0.002025797,0.017937565,0.460678803,20.36389835,0.014342926,0.221824269,0.000127278,0.041750479,129.3978579,0.30144421,Central Africa,Sub-Saharan Africa,4.7005,0.351,-0.666726051,530.2526245
DR Congo,COD,Female,2001,17.90865597,0.00847167,0.06818601,0.267320351,21.24739491,0.05100675,0.161763242,0.002302204,0.042192006,126.6650806,0.28095483,Central Africa,Sub-Saharan Africa,4.816,0.3558,-0.661932132,505.9916382
DR Congo,COD,Male,2001,16.345929,0.002272258,0.019437453,0.45629442,20.43616333,0.015247187,0.219861669,0.000145268,0.042782072,129.3912346,0.300569699,Central Africa,Sub-Saharan Africa,4.816,0.3558,-0.661932132,505.9916382
DR Congo,COD,Female,2002,17.94782274,0.009335269,0.07192957,0.264147004,21.35793738,0.053550614,0.159573137,0.002543917,0.043282077,126.6956997,0.28082863,Central Africa,Sub-Saharan Africa,4.9325,0.3606,-0.668097834,506.7062988
DR Congo,COD,Male,2002,16.39530841,0.002552198,0.021062592,0.45175704,20.50897765,0.016206034,0.217842226,0.000165877,0.043882151,129.3908078,0.299659378,Central Africa,Sub-Saharan Africa,4.9325,0.3606,-0.668097834,506.7062988
DR Congo,COD,Female,2003,17.98621284,0.010269836,0.075832042,0.260910538,21.46724488,0.05619909,0.157361041,0.002806845,0.044432901,126.7288918,0.280653745,Central Africa,Sub-Saharan Africa,5.0505,0.3654,-0.657181689,519.6950073
DR Congo,COD,Male,2003,16.44490668,0.002866464,0.022814048,0.447041759,20.58219023,0.017222593,0.215774584,0.00018916,0.045067242,129.4005563,0.298779121,Central Africa,Sub-Saharan Africa,5.0505,0.3654,-0.657181689,519.6950073
DR Congo,COD,Female,2004,18.02310865,0.011274264,0.079880767,0.257640318,21.57433924,0.058965262,0.155120358,0.003092791,0.045651562,126.7647327,0.280495018,Central Africa,Sub-Saharan Africa,5.169,0.3702,-0.629319849,538.7030029
DR Congo,COD,Male,2004,16.49514147,0.003218459,0.024696158,0.442182078,20.65597896,0.018298792,0.213632051,0.000215512,0.04634309,129.4209747,0.298106465,Central Africa,Sub-Saharan Africa,5.169,0.3702,-0.629319849,538.7030029
DR Congo,COD,Female,2005,18.0579968,0.012346566,0.084071422,0.254310182,21.67854804,0.061845195,0.152869791,0.003403356,0.046920406,126.8007172,0.28032233,Central Africa,Sub-Saharan Africa,5.2895,0.375,-0.611887668,555.4486084
DR Congo,COD,Male,2005,16.54611627,0.0036156,0.026725727,0.437163302,20.72900835,0.019436416,0.211430046,0.00024543,0.047671181,129.4467351,0.297521904,Central Africa,Sub-Saharan Africa,5.2895,0.375,-0.611887668,555.4486084
DR Congo,COD,Female,2006,18.09021718,0.013487549,0.088398872,0.250940609,21.78025312,0.064831492,0.150604505,0.003739614,0.048229852,126.838362,0.280161069,Central Africa,Sub-Saharan Africa,5.4105,0.3798,-0.579247829,568.5576172
DR Congo,COD,Male,2006,16.59769346,0.004058925,0.028900703,0.432011926,20.8011481,0.020638498,0.20918008,0.000279337,0.049065723,129.4820791,0.297069869,Central Africa,Sub-Saharan Africa,5.4105,0.3798,-0.579247829,568.5576172
DR Congo,COD,Female,2007,18.12096589,0.01469806,0.092860304,0.247561888,21.87995248,0.067933801,0.148325198,0.00410236,0.049592861,126.8745803,0.27995982,Central Africa,Sub-Saharan Africa,5.533,0.3846,-0.542051863,587.2741699
DR Congo,COD,Male,2007,16.6496276,0.004556464,0.031230444,0.426757531,20.87187553,0.021910275,0.206876845,0.000317779,0.050522906,129.5259421,0.296755205,Central Africa,Sub-Saharan Africa,5.533,0.3846,-0.542051863,587.2741699
DR Congo,COD,Female,2008,18.15002982,0.015986952,0.09746369,0.244184349,21.97764643,0.071148946,0.14604675,0.004493327,0.051015794,126.9066241,0.279671237,Central Africa,Sub-Saharan Africa,5.6555,0.3894,-0.526002962,606.5377808
DR Congo,COD,Male,2008,16.70039879,0.005113039,0.033725093,0.421472259,20.94041161,0.02325362,0.20452069,0.000361563,0.052053698,129.5672383,0.296439269,Central Africa,Sub-Saharan Africa,5.6555,0.3894,-0.526002962,606.5377808
DR Congo,COD,Female,2009,18.17766341,0.017349965,0.102194567,0.24084494,22.07339109,0.074469895,0.14378838,0.00491387,0.052448894,126.9299524,0.279274806,Central Africa,Sub-Saharan Africa,5.78,0.3942,-0.516314659,606.6589355
DR Congo,COD,Male,2009,16.75048756,0.005734643,0.036395119,0.416132445,21.00624396,0.02467503,0.202112001,0.000411556,0.053577954,129.6036565,0.2960123,Central Africa,Sub-Saharan Africa,5.78,0.3942,-0.516314659,606.6589355
DR Congo,COD,Female,2010,18.20530983,0.018799443,0.107076024,0.237523304,22.16700291,0.077901516,0.141538782,0.005364979,0.053928765,126.9443335,0.278796207,Central Africa,Sub-Saharan Africa,5.905,0.399,-0.512192353,631.7956543
DR Congo,COD,Male,2010,16.80058616,0.006425597,0.039255107,0.410739497,21.0701841,0.026177633,0.199686761,0.000468863,0.055133929,129.6326365,0.295457606,Central Africa,Sub-Saharan Africa,5.905,0.399,-0.512192353,631.7956543
DR Congo,COD,Female,2011,18.23502948,0.020352503,0.112127016,0.234251403,22.25947579,0.081464571,0.139303609,0.005851765,0.055461736,126.9514761,0.278249107,Central Africa,Sub-Saharan Africa,6.0305,0.4042,-0.491196181,656.7866821
DR Congo,COD,Male,2011,16.85120343,0.007195257,0.042320816,0.405296703,21.13300042,0.027768896,0.19723543,0.000534725,0.056754302,129.6566606,0.294887665,Central Africa,Sub-Saharan Africa,6.0305,0.4042,-0.491196181,656.7866821
DR Congo,COD,Female,2012,18.26620579,0.022000415,0.117325073,0.231021892,22.35088285,0.0851525,0.137089185,0.006376453,0.05709512,126.9539125,0.27771121,Central Africa,Sub-Saharan Africa,6.157,0.4094,-0.457785413,684.8009033
DR Congo,COD,Male,2012,16.90298201,0.008049488,0.045588415,0.399851421,21.19515289,0.029458344,0.194755714,0.000610723,0.058496127,129.6813775,0.294396107,Central Africa,Sub-Saharan Africa,6.157,0.4094,-0.457785413,684.8009033
DR Congo,COD,Female,2013,18.29914695,0.023752424,0.122670623,0.227849142,22.4416624,0.088970829,0.134907031,0.006944366,0.058828024,126.9490623,0.277106584,Central Africa,Sub-Saharan Africa,6.284,0.4146,-0.436773799,722.9772339
DR Congo,COD,Male,2013,16.95592064,0.009002973,0.049091764,0.394418039,21.25673802,0.031249337,0.192266007,0.000698297,0.060354354,129.7028191,0.293869402,Central Africa,Sub-Saharan Africa,6.284,0.4146,-0.436773799,722.9772339
DR Congo,COD,Female,2014,18.33429242,0.025615802,0.128178517,0.224748004,22.53136534,0.092919164,0.132760671,0.007559162,0.06064558,126.9390104,0.276445206,Central Africa,Sub-Saharan Africa,6.412,0.4198,-0.415762186,751.2718506
DR Congo,COD,Male,2014,17.00953619,0.010068189,0.052826213,0.388980377,21.31890184,0.033150103,0.189760317,0.000799831,0.062299002,129.7187664,0.293297101,Central Africa,Sub-Saharan Africa,6.412,0.4198,-0.415762186,751.2718506
DR Congo,COD,Female,2015,18.37069252,0.027601918,0.133855038,0.22173246,22.62058778,0.096996864,0.130657168,0.008221276,NA,126.9232778,0.27570373,Central Africa,Sub-Saharan Africa,6.5395,0.425,-0.395218705,763.9556885
DR Congo,COD,Male,2015,17.06397287,0.011255861,0.056821178,0.383606615,21.38105291,0.035171093,0.187228202,0.000918448,NA,129.7304294,0.29269901,Central Africa,Sub-Saharan Africa,6.5395,0.425,-0.395218705,763.9556885
DR Congo,COD,Female,2016,18.40680378,0.029724152,0.139686061,0.218805109,22.70869215,0.101214348,0.128598865,0.008935541,NA,NA,NA,NA,NA,NA,NA,NA,NA
DR Congo,COD,Male,2016,17.11860144,0.012588547,0.061101693,0.378262512,21.44356804,0.037316485,0.184673932,0.001056585,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ecuador,ECU,Female,1975,18.60945793,0.006629082,0.073810377,0.149855779,22.41916533,0.078265818,0.044850848,0.001006643,NA,121.1906827,0.224942057,Andean Latin America,Latin America and Caribbean,4,0.424,-0.30490991,6691.141602
Ecuador,ECU,Male,1975,17.73083155,0.008444333,0.044452208,0.220736507,22.34687141,0.024922144,0.043676745,6.28E-05,NA,123.0315939,0.232486403,Andean Latin America,Latin America and Caribbean,4,0.424,-0.30490991,6691.141602
Ecuador,ECU,Female,1976,18.66986794,0.0070812,0.077286814,0.146440559,22.56676119,0.081287795,0.043108633,0.001093547,NA,121.1986485,0.224801591,Andean Latin America,Latin America and Caribbean,4.1175,0.4332,-0.273567941,6994.147949
Ecuador,ECU,Male,1976,17.77496878,0.008966618,0.04693136,0.216706829,22.44283235,0.026342556,0.042085813,6.78E-05,NA,123.0850831,0.233202447,Andean Latin America,Latin America and Caribbean,4.1175,0.4332,-0.273567941,6994.147949
Ecuador,ECU,Female,1977,18.73085157,0.007610261,0.08106294,0.143075457,22.71668272,0.084497796,0.041411659,0.001192553,NA,121.202263,0.224616729,Andean Latin America,Latin America and Caribbean,4.235,0.4424,-0.241951119,6918.146484
Ecuador,ECU,Male,1977,17.82020419,0.009580618,0.049693287,0.212724839,22.54024911,0.027885501,0.040518736,7.39E-05,NA,123.1396582,0.233888394,Andean Latin America,Latin America and Caribbean,4.235,0.4424,-0.241951119,6918.146484
Ecuador,ECU,Female,1978,18.79266563,0.008218331,0.085119395,0.139778415,22.86779213,0.087885089,0.039769531,0.001304741,NA,121.2023291,0.224420309,Andean Latin America,Latin America and Caribbean,4.3535,0.4516,-0.192502573,7122.150879
Ecuador,ECU,Male,1978,17.86589826,0.010287154,0.052737138,0.208787425,22.63903432,0.029557865,0.038986171,8.12E-05,NA,123.2012305,0.234642703,Andean Latin America,Latin America and Caribbean,4.3535,0.4516,-0.192502573,7122.150879
Ecuador,ECU,Female,1979,18.85541483,0.008907529,0.089439672,0.136548946,23.01971939,0.09144562,0.038174649,0.001430506,NA,121.1999132,0.224231589,Andean Latin America,Latin America and Caribbean,4.4725,0.4608,-0.13983299,7197.152344
Ecuador,ECU,Male,1979,17.91244703,0.011087899,0.056055515,0.204894147,22.73927885,0.031356996,0.037491865,9.00E-05,NA,123.2682958,0.235523476,Andean Latin America,Latin America and Caribbean,4.4725,0.4608,-0.13983299,7197.152344
Ecuador,ECU,Female,1980,18.91898617,0.00968858,0.094012269,0.133385338,23.17221275,0.095171863,0.036630394,0.001570859,0.045149163,121.1887127,0.22395744,Andean Latin America,Latin America and Caribbean,4.5915,0.47,-0.11410454,7274.154297
Ecuador,ECU,Male,1980,17.95923337,0.011994821,0.059661285,0.201050262,22.84042514,0.03328661,0.036034109,0.000100273,0.037034984,123.3274234,0.236280481,Andean Latin America,Latin America and Caribbean,4.5915,0.47,-0.11410454,7274.154297
Ecuador,ECU,Female,1981,18.98276906,0.010550186,0.098781007,0.130312234,23.32488581,0.099011993,0.035157381,0.001726158,0.045890042,121.1676852,0.22352653,Andean Latin America,Latin America and Caribbean,4.7115,0.4784,-0.110614045,7489.15918
Ecuador,ECU,Male,1981,18.00691956,0.013002708,0.063514785,0.197280008,22.94217584,0.035333825,0.034619252,0.000112222,0.037740718,123.371708,0.236772391,Andean Latin America,Latin America and Caribbean,4.7115,0.4784,-0.110614045,7489.15918
Ecuador,ECU,Female,1982,19.04696103,0.011495138,0.103723426,0.127344149,23.47690586,0.102958719,0.033745207,0.001896852,0.046657564,121.1380027,0.222969032,Andean Latin America,Latin America and Caribbean,4.8315,0.4868,-0.109754146,7349.15625
Ecuador,ECU,Male,1982,18.05535549,0.014121342,0.067617437,0.193581116,23.0438944,0.037495928,0.033250708,0.000126201,0.038470632,123.3975441,0.236969827,Andean Latin America,Latin America and Caribbean,4.8315,0.4868,-0.109754146,7349.15625
Ecuador,ECU,Female,1983,19.11165595,0.012524794,0.108840592,0.124466009,23.62833679,0.107009722,0.03239863,0.002083236,0.04748915,121.1000206,0.222305537,Andean Latin America,Latin America and Caribbean,4.953,0.4952,-0.106616382,7144.151855
Ecuador,ECU,Male,1983,18.10414987,0.015353218,0.071956447,0.189959699,23.14605323,0.039778269,0.03192541,0.000142395,0.03925572,123.4085438,0.236921588,Andean Latin America,Latin America and Caribbean,4.953,0.4952,-0.106616382,7144.151855
Ecuador,ECU,Female,1984,19.17658029,0.013643987,0.114120563,0.121681429,23.77893111,0.111152228,0.031114839,0.002286813,0.048420177,121.0575949,0.221550642,Andean Latin America,Latin America and Caribbean,5.077,0.5036,-0.114325622,7152.152344
Ecuador,ECU,Male,1984,18.15345134,0.016707019,0.07652884,0.186427738,23.2483732,0.0421732,0.030647693,0.000161232,0.040116652,123.4001254,0.23663052,Andean Latin America,Latin America and Caribbean,5.077,0.5036,-0.114325622,7152.152344
Ecuador,ECU,Female,1985,19.24167668,0.014845795,0.119537743,0.118989882,23.92844438,0.115377054,0.029893082,0.002507688,0.049395805,121.0067795,0.220620884,Andean Latin America,Latin America and Caribbean,5.2035,0.512,-0.124190101,7251.153809
Ecuador,ECU,Male,1985,18.20354894,0.018181942,0.081336448,0.182954869,23.35059633,0.04467742,0.029412089,0.000182832,0.041003783,123.3745867,0.2360554,Andean Latin America,Latin America and Caribbean,5.2035,0.512,-0.124190101,7251.153809
Ecuador,ECU,Female,1986,19.30696782,0.016130635,0.125065342,0.116381344,24.0759446,0.119665269,0.028739182,0.002746387,0.050461233,120.9508067,0.219608122,Andean Latin America,Latin America and Caribbean,5.3305,0.5198,-0.120180968,7319.155762
Ecuador,ECU,Male,1986,18.25437874,0.019759045,0.086323306,0.179554107,23.45182134,0.047269668,0.028228732,0.000207592,0.04195137,123.3351424,0.235308083,Andean Latin America,Latin America and Caribbean,5.3305,0.5198,-0.120180968,7319.155762
Ecuador,ECU,Female,1987,19.37248169,0.017495797,0.130691568,0.113866136,24.22162742,0.124003381,0.027646992,0.003003402,0.051559019,120.8856449,0.218480353,Andean Latin America,Latin America and Caribbean,5.4565,0.5276,-0.133620221,7122.151367
Ecuador,ECU,Male,1987,18.30617302,0.021440864,0.091508306,0.17618641,23.55292586,0.049957521,0.027089332,0.00023592,0.042910575,123.2789895,0.234294885,Andean Latin America,Latin America and Caribbean,5.4565,0.5276,-0.133620221,7122.151367
Ecuador,ECU,Female,1988,19.43757387,0.018948034,0.136405213,0.11144732,24.36605493,0.128395825,0.026612,0.003278952,0.052702198,120.8116759,0.21724807,Andean Latin America,Latin America and Caribbean,5.581,0.5354,-0.152046031,7358.15625
Ecuador,ECU,Male,1988,18.35845933,0.023226939,0.09687045,0.172870739,23.65407132,0.052748188,0.025990774,0.000268154,0.043895124,123.209157,0.233007653,Andean Latin America,Latin America and Caribbean,5.581,0.5354,-0.152046031,7358.15625
Ecuador,ECU,Female,1989,19.50227293,0.020482277,0.142198626,0.109102566,24.50960619,0.132847005,0.025628086,0.00357407,0.053906286,120.7286988,0.215941932,Andean Latin America,Latin America and Caribbean,5.705,0.5432,-0.168068868,7255.153809
Ecuador,ECU,Male,1989,18.41112026,0.025120721,0.102393362,0.169616766,23.75523755,0.05563429,0.024931593,0.0003048,0.044915213,123.1288133,0.231495124,Andean Latin America,Latin America and Caribbean,5.705,0.5432,-0.168068868,7255.153809
Ecuador,ECU,Female,1990,19.56647161,0.022097912,0.148066548,0.106827072,24.65261214,0.137364148,0.024687592,0.00389092,0.055178264,120.6387474,0.214588755,Andean Latin America,Latin America and Caribbean,5.8295,0.551,-0.16402074,7346.155762
Ecuador,ECU,Male,1990,18.46495105,0.027122889,0.108070412,0.166423495,23.85641285,0.05861683,0.023906776,0.000346054,0.045999107,123.0446576,0.22993506,Andean Latin America,Latin America and Caribbean,5.8295,0.551,-0.16402074,7346.155762
Ecuador,ECU,Female,1991,19.62870234,0.023759918,0.15387924,0.104637492,24.79248575,0.141855448,0.023805329,0.004222986,0.0565139,120.5425005,0.213174983,Andean Latin America,Latin America and Caribbean,5.955,0.5564,-0.141382368,7486.12207
Ecuador,ECU,Male,1991,18.51882197,0.029193004,0.11378861,0.163314268,23.95671956,0.061652352,0.022923737,0.00039209,0.047138266,122.9632639,0.228454803,Andean Latin America,Latin America and Caribbean,5.955,0.5564,-0.141382368,7486.12207
Ecuador,ECU,Female,1992,19.68912052,0.025454253,0.159645594,0.102538925,24.93039057,0.146324021,0.022974402,0.004572451,0.057849641,120.4386851,0.211671545,Andean Latin America,Latin America and Caribbean,6.0815,0.5618,-0.127692245,7473.067383
